Q,Q_1 Thème,Q_2 Thème,Q_3 Thème,Q_4 Thème
"parce que j avais deja eu cette conversation plutôt dans l annee et j ai dû refaire la demande. c est le nouveau fournisseur qui n a pas pris la main. a ce jour, ma demande n est pas traitee.",TRAITEMENT DE LA DEMANDE-RECLAMATION,TRAITEMENT DE LA DEMANDE-RECLAMATION,TRAITEMENT DE LA DEMANDE-RECLAMATION,
l ecoute !!!,RELATION CLIENTELE,,,
une moyenne entre les bons et mauvais traitements ,TRAITEMENT DE LA DEMANDE-RECLAMATION,,,
parce que je n ai pas eu la reponse exacte car la dame ne sait pas. j ai voulu avoir un truc clair. c est ****** qui doit venir mais elle ne savait pas.,RELATION CLIENTELE,TRAITEMENT DE LA DEMANDE-RECLAMATION,ORGANISATION-PROCESS,
,IMPRESSIONS GENERALES,,,
aucune en particulier/je suis raisonablement satifaite j attend que ma demande aboutisse/j attend la validation de ma demande,IMPRESSIONS GENERALES,,,
c est tres particulier nous sommes courtiers nous ne sommes pas clients directement et je n ai pas de remontees de mes clients. pour ma part tout va bien pas d amelioration a demander. ,IMPRESSIONS GENERALES,,,
repondre aux demandes de ses clients et a mes questions quand j en ai.j ai aussi vu que pas toujours tres clair entre ce qui est releve et les estimations on ne sait pas si on paye le releve ou l estime,TRAITEMENT DE LA DEMANDE-RECLAMATION,TRAITEMENT DE LA DEMANDE-RECLAMATION,,
car je n ai pas eu ma reponse.,IMPRESSIONS GENERALES,,,
baisser ses prix,CONTRAT,,,
,IMPRESSIONS GENERALES,,,
satisfait ,IMPRESSIONS GENERALES,,,
amabilite et bonne comprehension de ma demande ,RELATION CLIENTELE,RELATION CLIENTELE,,
des lors que ***** refacture des choses il faut qu ils soient en mesure de motiver cette facturation sans que le client prenne contact avec grdf.,FACTURATION,,,
que notre situation soit regularisee au plus afin que nous puissions avoir acces a nos factures mensuellement,FACTURATION,,,
parce ce qu en fonction des autres demandes je suis oblige de relancer car parfois elles ne sont pas prises en compte.,TRAITEMENT DE LA DEMANDE-RECLAMATION,TRAITEMENT DE LA DEMANDE-RECLAMATION,,
"avoir des interlocuteurs qui maitrisent un peu mieux le sujet sur lequel on pose la question, on sent qu ils ne maitrisent pas le sujet. la rapidite de traitement de la demande.",RELATION CLIENTELE,TRAITEMENT DE LA DEMANDE-RECLAMATION,,
en attente de confirmation du bon traitement de ma demande ,TRAITEMENT DE LA DEMANDE-RECLAMATION,,,
"je n ai pas eu de retour pour l instant et j avais deja fait la demarche d appeler pour avoir de plus amples explications car c est un site vacant et nosu recevions 3 factures par mois pour ce même site et c est excessivement cher. la modification de contrat qui nous avions faite, n a eu d impact.",FACTURATION,TRAITEMENT DE LA DEMANDE-RECLAMATION,,
parce que vous avez fait le necessaire.,TRAITEMENT DE LA DEMANDE-RECLAMATION,,,
rien de plus,IMPRESSIONS GENERALES,,,
"car ça eteait rapide, *****, j aei reçu ******* rapidement et bien explique, quelques minutes apres ma demande.",TRAITEMENT DE LA DEMANDE-RECLAMATION,TRAITEMENT DE LA DEMANDE-RECLAMATION,TRAITEMENT DE LA DEMANDE-RECLAMATION,
demande traitee partiellement,TRAITEMENT DE LA DEMANDE-RECLAMATION,,,
,IMPRESSIONS GENERALES,,,
avoir un espace client qui fonctionne correctement,SITE INTERNET - Espace utilisateur,,,
rechercher la reponse au probleme pose,TRAITEMENT DE LA DEMANDE-RECLAMATION,,,
"repondre a nos requêtes dans un delai convenable car nous sommes une grosse structure, une collectivite.",TRAITEMENT DE LA DEMANDE-RECLAMATION,,,
traitement rapide,TRAITEMENT DE LA DEMANDE-RECLAMATION,,,
,IMPRESSIONS GENERALES,,,
"faire en sorte que les ********************** designes sur les factures d***** prennent leur rôle au serieux, ou ne deleguent pas a des personnes qui ne savent pas traiter les questions.",ORGANISATION-PROCESS,,,
repondu a ma demande,TRAITEMENT DE LA DEMANDE-RECLAMATION,,,
dans l ensemble ils repondent et sans beaucoup de delai.,TRAITEMENT DE LA DEMANDE-RECLAMATION,TRAITEMENT DE LA DEMANDE-RECLAMATION,,
,IMPRESSIONS GENERALES,,,
,IMPRESSIONS GENERALES,,,
ajouter une colonne pour faire ce distinguo.,IMPRESSIONS GENERALES,,,
qu ils donnent suite a ma demande rapidement.,TRAITEMENT DE LA DEMANDE-RECLAMATION,TRAITEMENT DE LA DEMANDE-RECLAMATION,,
j ai enormement de compteurs et j ai dû faire des dossiers pour chacun d eux.  il faudrait avoir le numero de telephone des intervet qui se deplacent. lors de leurs appels ils ne nous communiquent pas les numeros de pdl donc on ne s est pas de quel compteur il s agit ce qui fait qu on ne peut pas toujous être presents et que nous ne savons pas comment les prevenir. nous souhaiterions avoir un seul interlocuteur.,TRAITEMENT DE LA DEMANDE-RECLAMATION,ORGANISATION-PROCESS,,
"service client inexistant depuis juillet 2017, date du depart du precedent interlocuteur privilegie",TRAITEMENT DE LA DEMANDE-RECLAMATION,,,
aucun probleme constate,IMPRESSIONS GENERALES,,,
,IMPRESSIONS GENERALES,,,
"ma demande a ete traitee par une reponse rapide, claire, nette et precise",TRAITEMENT DE LA DEMANDE-RECLAMATION,TRAITEMENT DE LA DEMANDE-RECLAMATION,TRAITEMENT DE LA DEMANDE-RECLAMATION,TRAITEMENT DE LA DEMANDE-RECLAMATION
parce que comme il y avait plusieurs comptes tout n a pas ete fait en même temps et j ai du m y reprendre a deuxc reprises et aujourd hui ce n est toujours pas effectif sur un compte,TRAITEMENT DE LA DEMANDE-RECLAMATION,TRAITEMENT DE LA DEMANDE-RECLAMATION,,
mettre en ligne nos factures pour le site de simandre,FACTURATION,,,
parce que j etais satisfaite qu on reponde a ma question.,TRAITEMENT DE LA DEMANDE-RECLAMATION,,,
,IMPRESSIONS GENERALES,,,
,IMPRESSIONS GENERALES,,,
"plusieurs relance avant que ***** me donne une date pour lintervention, sachant qu  une demande dintervention avais ete effectuer en 2017  cordialement ;",ORGANISATION-PROCESS,,,
"parce que la personne avait bien compris le dossier, savait de quoi elle parlait et a agit de façon a satisfaire le client.",RELATION CLIENTELE,RELATION CLIENTELE,,
peut-être recruter afin que les equipes en place soit suffisamment nombreuses pour repondre plus rapidement aux demandes.,TRAITEMENT DE LA DEMANDE-RECLAMATION,,,
 ,IMPRESSIONS GENERALES,,,
globalement cela se passe bien/en revanchej attend toujours mon cheque je n ai toujours pas ete rembourse,PAIEMENT,,,
,IMPRESSIONS GENERALES,,,
erreur de facturation n aurait pas dû avoir lieu,FACTURATION,,,
avoir un seul interlocuteur serait deja un bon debut,TRAITEMENT DE LA DEMANDE-RECLAMATION,,,
"sur le resultat de la demande, avoir une information plus claire. par exemple aux demandes que je fais j aimerais savoir si le dossier est regle savoir si c est bien fini.",TRAITEMENT DE LA DEMANDE-RECLAMATION,ORGANISATION-PROCESS,,
parce que la personne a ete tres sympathique et competente mais le temps d attente est trop long pour avoir avoir quelqu un.,RELATION CLIENTELE,RELATION CLIENTELE,RELATION CLIENTELE,
,IMPRESSIONS GENERALES,,,
pour ne pas donner 10,IMPRESSIONS GENERALES,,,
  ,IMPRESSIONS GENERALES,,,
"d un point de vue comptable il faudrait être regulier dans l envoie des factures, y compris les factures qui sont prelevees. reguliers dans le sens ou nous sommes dans un paiement mensuel et nous avons besoin de prevoir la gestion de tresorerie, donc nous devons connaitre la date de prelevement pour avoir une tresorerie saine.",FACTURATION,,,
être plus rapide dans le traitement de raccordement/ augmentation / pose compteur: vous etes trop long! de plus vous ne vous engager sur aucun delais...,TRAITEMENT DE LA DEMANDE-RECLAMATION,,,
"ma demande a prit quelques jours mais a ete tres vite resolu, grâce a la competence et professionnalisme de notre commerciale   ( ************ )",RELATION CLIENTELE,TRAITEMENT DE LA DEMANDE-RECLAMATION,,
temps d attente au telephone,RELATION CLIENTELE,,,
,IMPRESSIONS GENERALES,,,
"je souhaite que dans l accuse de reception de la demande figure le nom du site et le pdl, le numero de dossier ne suffit pas",ORGANISATION-PROCESS,,,
"rapidite, on voulait clôturer un compteur de gaz et cela a ete rapide.",TRAITEMENT DE LA DEMANDE-RECLAMATION,,,
"le service client est plutôt performant plus particulierement notre chargee clientele qui apporte des reponse pertinentes et rapide. nous demandons un effort particulier concert le traitement de nos factures, nous n avons traiter les factures depuis mois suite a des problemes avec votre service comptabilite. merci de prendre en compte ce problematique car cela devient de plus en plus difficile a gerer.",RELATION CLIENTELE,FACTURATION,TRAITEMENT DE LA DEMANDE-RECLAMATION,TRAITEMENT DE LA DEMANDE-RECLAMATION
parce qu on n a pas repondu de ****************** a ma demande.,TRAITEMENT DE LA DEMANDE-RECLAMATION,TRAITEMENT DE LA DEMANDE-RECLAMATION,,
,IMPRESSIONS GENERALES,,,
rien.,IMPRESSIONS GENERALES,,,
parce que ma demande date du 18 juin j ai relance a plusieurs reprises et elle a ete prise en compte reellement au 3 decembre alors que je les ai relance 3 ou 4 fois.,TRAITEMENT DE LA DEMANDE-RECLAMATION,TRAITEMENT DE LA DEMANDE-RECLAMATION,,
la reponse a ete donnee ulterieurement ,TRAITEMENT DE LA DEMANDE-RECLAMATION,,,
a vous de faire une synthese d apres mes doleances enumerees en reponse a la question precedente !!!!,IMPRESSIONS GENERALES,,,
j ai raconte mon histoire a 3 interlocuteurs differents,TRAITEMENT DE LA DEMANDE-RECLAMATION,,,
l operatrice a bien prie note de ma demande et fais le necessaire aupres d ******,RELATION CLIENTELE,,,
"parce que je dois faire une extraction de l ensemble des points de consommation, et de livraison et je fais l extraction excel les consommations ne sont pas dans l ordre chronologiques. pouvoir acceder facilement a l espace client et avoir un point global d une annee par point de livraison.",ESPACE CLIENT,,,
car j ai obtenu ce que je demandais et que les gens sont sympas au telephone.,RELATION CLIENTELE,TRAITEMENT DE LA DEMANDE-RECLAMATION,,
,IMPRESSIONS GENERALES,,,
"*******, j ai appele 4 fois en expliquant 4 fois ma demande. on me promettait que l on allait me rappeler avant telle date. on ne me rappelait pas. le dernier correspondant m a dit de faire une reclamation via le site *****. par email, on m a repondu que le service en question ne traitait pas ma demande et qu il fallait recommencer, sans me donner de nouvelles coordonnees pour que je fasse une nouvelle demande. j ai rappele une derniere fois et quelqu un m a enfin donne l adresse email du service qui pouvait traiter ma demande. j ai eu ma reponse plus de 3 semaines plus tard et le remboursement 10 jours plus tard. en tout il aura fallu 2 mois 1/2 pour que le dossier soit termine. donc je ne suis pas totalement satisfaite.",IMPRESSIONS GENERALES,,,
bonne reactivite des services.,TRAITEMENT DE LA DEMANDE-RECLAMATION,,,
tres satisfait.,IMPRESSIONS GENERALES,,,
,IMPRESSIONS GENERALES,,,
,IMPRESSIONS GENERALES,,,
ras,IMPRESSIONS GENERALES,,,
l amabilite d el apersonne que j ai eu au telephone malgre le fait qu elle ne s occupait pas d emon compte,RELATION CLIENTELE,,,
parce que tout a ete comme j ai demande et pour la rapidite.,TRAITEMENT DE LA DEMANDE-RECLAMATION,,,
"tout y est ! accueil telephonique parfait, on obtient un interlocuteur de suite sans attente et c est tres important, et l intervention sur place d un technicien est tres rapide environ dans l heure qui suivait. c est ce que l on attend. .orange devrait prendre modele !",RELATION CLIENTELE,RELATION CLIENTELE,RELATION CLIENTELE,RELATION CLIENTELE
,IMPRESSIONS GENERALES,,,
parce que je n aurai jamais dû me retrouver dans cette situation qui n incombe a *****.,IMPRESSIONS GENERALES,,,
avoir un interlocuteur dedie pour les demandes de mises en service dans la mesure ou on en fait pratiquement tous les jours.,TRAITEMENT DE LA DEMANDE-RECLAMATION,,,
parce que je l ai eu que le lendemain et que je le voulais de suite,TRAITEMENT DE LA DEMANDE-RECLAMATION,,,
"*******, nous tournons en boucle sur ce dossier depuis le mois d août...",TRAITEMENT DE LA DEMANDE-RECLAMATION,TRAITEMENT DE LA DEMANDE-RECLAMATION,,
fournir aux operateurs des lignes telephoniques qui ne gresillent pas.,RELATION CLIENTELE,,,
parce que j  ai eu la reponse souhaitee.,TRAITEMENT DE LA DEMANDE-RECLAMATION,TRAITEMENT DE LA DEMANDE-RECLAMATION,,
rien,IMPRESSIONS GENERALES,,,
"si je n avais pas telephone pour demander les factures manquantes, aujourd hui nous n aurions toujours pas de factures et le compteur n aurait pas ete change...ma 1ere demande etait du mois de juin...pas de facture depuis mai ! je tiens a remercier m william marquet, qui a ete tres reactif... ce qui a permis enfin de clôturer le dossier... en septembre ! ",RELATION CLIENTELE,FACTURATION,TRAITEMENT DE LA DEMANDE-RECLAMATION,TRAITEMENT DE LA DEMANDE-RECLAMATION
on a bien repondu mais je n ai aucun de verifier si ma demande si demande est effective ce que saurai sur ma prochaine facture.,TRAITEMENT DE LA DEMANDE-RECLAMATION,TRAITEMENT DE LA DEMANDE-RECLAMATION,,
"si la demande n etait pas claire, peut être plus d echange avec le client. ",ORGANISATION-PROCESS,,,
la demande a ete traitee avec professionnalisme et a repondu a mon attente. tres bon accueil,RELATION CLIENTELE,RELATION CLIENTELE,TRAITEMENT DE LA DEMANDE-RECLAMATION,
prce que j attends toujours la facturation de solde je ne peux pas dire si je suis satisfaitrez car je n ai pas encore le retour. je ne sais pas encore de combien il s agit,FACTURATION,TRAITEMENT DE LA DEMANDE-RECLAMATION,,
"pas de retour si modification dans vos bases par erdf suite a nos demandes plus de contact avec le responsable commercial, il laisse la responsable parcours client gerer le dossier qui nous lie et qui n est toujours pas aboutit le responsable commercial ne tient pas ses promesses ni discours ...il ne finalise pas son travail ...",RELATION CLIENTELE,TRAITEMENT DE LA DEMANDE-RECLAMATION,TRAITEMENT DE LA DEMANDE-RECLAMATION,
que 2 agents ne se contredisent pas sur la même question,TRAITEMENT DE LA DEMANDE-RECLAMATION,,,
avoir un interlocuteur bien defini.,TRAITEMENT DE LA DEMANDE-RECLAMATION,,,
nsp ,IMPRESSIONS GENERALES,,,
qu ils regardent un peu ce que font leurs concurrents en matiere de site internet.,ESPACE CLIENT,IMPRESSIONS GENERALES,,
"le temps d attente quand on appelle le service concerne, c est a dire que j ai ete pas mal en attente. par rapport aux demandes qie je faisais pour les changements de noms, toutes n ont pas ete faites en même temps, il a fallu que je rappelle.",TRAITEMENT DE LA DEMANDE-RECLAMATION,RELATION CLIENTELE,TRAITEMENT DE LA DEMANDE-RECLAMATION,
,IMPRESSIONS GENERALES,,,
mettre en place un interlocuteur unique  en cas de probleme joignable par une boite personnelle et non une plateforme,RELATION CLIENTELE,TRAITEMENT DE LA DEMANDE-RECLAMATION,,
frais d abonnement trop cher,TARIFS,,,
c est la deuxieme fois que vous n envoyer pas de facture et ensuite vous envoyez des relances avec penalites. vous ne les envoyez pas regulierement et du coup on se retrouve a payer 2 factures en même temps!!,FACTURATION,,,
"dans l ensemble, nos demandes sont suivies.",TRAITEMENT DE LA DEMANDE-RECLAMATION,,,
nous apporter le service que l on demande pour la mise en place du 100% energie verte. avoir un point de rendez-vous pour bien caler les choses.,ORGANISATION-PROCESS,,,
,IMPRESSIONS GENERALES,,,
,IMPRESSIONS GENERALES,,,
question incomprehensible,IMPRESSIONS GENERALES,,,
note meritee comportement  ecoute efficacite dialogue sympathique ,RELATION CLIENTELE,RELATION CLIENTELE,RELATION CLIENTELE,
je suis satisfait,IMPRESSIONS GENERALES,,,
demande partiellement honoree,TRAITEMENT DE LA DEMANDE-RECLAMATION,,,
une aide pour faire ce genre de demarche.,TRAITEMENT DE LA DEMANDE-RECLAMATION,,,
comprendre le pourquoi ils repondent aussi lentement. pour avoir une augmentation de puissance je faisais un mail et ça se passait bien et cette annee on me demande de remplir un document de deux pages pour la même chose.,TRAITEMENT DE LA DEMANDE-RECLAMATION,,,
rien de special,IMPRESSIONS GENERALES,,,
parce que,IMPRESSIONS GENERALES,,,
voir reponse precedente,IMPRESSIONS GENERALES,,,
on a des regularisations de factures via des avoirs ce qui n est pas forcement imputables sur les bons compteurs ce qui engendre des incoherences et nous empêche de suivre les consommations et les montants par bâtiment.,SITE INTERNET - Espace utilisateur,,,
"frais de resiliation du contrat en mai 2018 : totalement injustifies remboursement de ces frais (10% du budget de notre copropriete) apres de multiples interventions de ma part, et menace de saisine de la dgccrf,  : fevrier 2019...",CONTRAT,PAIEMENT,,
parce que c est pas si mal. il sont un long a la detente.,TRAITEMENT DE LA DEMANDE-RECLAMATION,,,
"un meilleur suivi de facturation, mettre en place d une facturation plus vigilente sur l emission de facturation il n y a pas de moyen de controle pour savoir si la facture a ete emise ",FACTURATION,TRAITEMENT DE LA DEMANDE-RECLAMATION,,
,IMPRESSIONS GENERALES,,,
,IMPRESSIONS GENERALES,,,
parce que je suis satisfaite et je dis qu on peut toujours progresser,IMPRESSIONS GENERALES,,,
la difficulte c est la parcellisation des tâches entre ***** et ****** car il y a une perte d informations a priori.,ORGANISATION-PROCESS,,,
